"","Candidate.Not.Chosen","Candidate.Chosen","Judge","A","B","choseA","choseB","theta1","raw1","theta2","raw2","probTheta","probRaw"
"359",109,81,9,81,109,1,0,1.62910413735939,0.575757575757576,-1.24514163618451,0.5,0.946558530141119,0.0189303410379689
"362",109,103,6,103,109,1,0,3.72288843644822,0.838709677419355,-1.24514163618451,0.5,0.993091224228057,0.0838770541441261
"363",109,101,8,109,101,0,1,1.41467206018307,0.451612903225806,-1.24514163618451,0.5,0.934613282240029,0.0120944145533364
"364",109,86,8,86,109,1,0,1.03306339881636,0.46875,-1.24514163618451,0.5,0.907055831897843,0.00781186427920444
"367",109,106,8,106,109,1,0,2.76181078155414,0.75,-1.24514163618451,0.5,0.98213617791541,0.0621765008857981
"368",109,1010,9,109,1010,0,1,2.02999650288409,0.645161290322581,-1.24514163618451,0.5,0.963565984479714,0.0362267313731641
"369",109,1010,1,1010,109,1,0,2.02999650288409,0.645161290322581,-1.24514163618451,0.5,0.963565984479714,0.0362267313731641
"372",810,103,7,103,810,1,0,3.72288843644822,0.838709677419355,-1.81398825583124,0.4375,0.99607664359293,0.0989782633836093
"378",810,103,6,810,103,0,1,3.72288843644822,0.838709677419355,-1.81398825583124,0.4375,0.99607664359293,0.0989782633836093
"379",810,104,7,810,104,0,1,3.36215208571773,0.823529411764706,-1.81398825583124,0.4375,0.994381970009496,0.0953264967141162
"387",810,107,9,107,810,1,0,2.18298377408676,0.548387096774194,-1.81398825583124,0.4375,0.981960229760375,0.0276934036189865
"389",810,104,1,104,810,1,0,3.36215208571773,0.823529411764706,-1.81398825583124,0.4375,0.994381970009496,0.0953264967141162
"394",1010,104,8,1010,104,0,1,3.36215208571773,0.823529411764706,2.02999650288409,0.645161290322581,0.791196969926616,0.0444741799750925
