judge,candidate_chosen,candidate_not_chosen,group
228,39,31,peer1
210,39,90,peer1
228,39,113,peer1
223,39,120,peer1
72,39,135,peer1
148,39,195,peer1
227,39,199,peer1
33,40,2,peer1
126,40,8,peer1
148,40,32,peer1
8,40,39,peer1
126,40,50,peer1
225,40,55,peer1
207,40,63,peer1
207,40,72,peer1
47,40,119,peer1
78,40,190,peer1
8,40,199,peer1
148,40,215,peer1
159,41,22,peer1
176,41,37,peer1
137,41,73,peer1
55,41,78,peer1
215,41,135,peer1
207,41,137,peer1
132,41,207,peer1
140,43,78,peer1
222,43,157,peer1
223,43,217,peer1
22,44,57,peer1
96,44,126,peer1
22,44,140,peer1
151,44,191,peer1
223,45,30,peer1
110,45,38,peer1
8,45,102,peer1
128,45,110,peer1
219,45,140,peer1
20,45,154,peer1
8,45,184,peer1
110,45,199,peer1
219,45,200,peer1
223,45,206,peer1
128,45,216,peer1
78,45,217,peer1
109,46,44,peer1
119,46,45,peer1
191,46,88,peer1
69,46,91,peer1
109,46,187,peer1
150,46,190,peer1
63,46,206,peer1
119,46,216,peer1
172,47,116,peer1
92,47,119,peer1
150,47,119,peer1
73,47,179,peer1
181,47,210,peer1
168,47,210,peer1
73,47,213,peer1
154,47,219,peer1
181,47,219,peer1
112,47,223,peer1
150,47,226,peer1
187,48,8,peer1
198,48,31,peer1
78,48,31,peer1
160,48,69,peer1
216,48,89,peer1
195,48,89,peer1
137,48,209,peer1
154,49,7,peer1
137,49,7,peer1
116,49,21,peer1
137,49,31,peer1
154,49,31,peer1
140,49,41,peer1
207,49,109,peer1
172,49,142,peer1
146,49,209,peer1
116,49,211,peer1
155,49,212,peer1
56,50,112,peer1
156,50,132,peer1
211,50,169,peer1
35,50,190,peer1
121,50,215,peer1
155,50,227,peer1
150,52,36,peer1
150,52,144,peer1
46,52,203,peer1
46,52,210,peer1
155,53,24,peer1
61,53,75,peer1
20,53,136,peer1
97,53,227,peer1
154,55,132,peer1
154,55,141,peer1
122,55,157,peer1
128,55,194,peer1
225,55,194,peer1
140,55,203,peer1
229,55,203,peer1
128,55,212,peer1
130,56,4,peer1
137,56,23,peer1
190,56,75,peer1
104,56,115,peer1
24,56,116,peer1
47,56,122,peer1
211,56,131,peer1
211,56,149,peer1
170,56,155,peer1
111,56,171,peer1
139,57,76,peer1
25,57,90,peer1
133,57,208,peer1
126,57,210,peer1
8,57,211,peer1
227,57,211,peer1
73,58,179,peer1
109,58,187,peer1
31,58,189,peer1
216,58,193,peer1
215,63,3,peer1
221,63,52,peer1
156,63,65,peer1
72,63,109,peer1
180,63,110,peer1
168,63,114,peer1
20,63,122,peer1
95,63,136,peer1
176,63,181,peer1
151,63,205,peer1
46,63,205,peer1
215,63,229,peer1
180,64,32,peer1
207,64,63,peer1
32,64,77,peer1
189,64,97,peer1
50,64,114,peer1
150,64,119,peer1
187,64,144,peer1
180,64,169,peer1
32,64,181,peer1
55,64,182,peer1
55,64,207,peer1
182,64,207,peer1
156,65,27,peer1
25,65,29,peer1
48,65,36,peer1
73,65,36,peer1
31,65,79,peer1
73,65,136,peer1
48,65,142,peer1
96,65,147,peer1
121,65,227,peer1
24,69,30,peer1
159,69,41,peer1
26,69,75,peer1
182,69,135,peer1
159,69,140,peer1
168,69,148,peer1
181,69,210,peer1
210,70,48,peer1
185,70,69,peer1
228,70,88,peer1
195,70,93,peer1
35,70,135,peer1
71,70,190,peer1
195,70,219,peer1
191,70,219,peer1
148,71,55,peer1
170,71,73,peer1
104,71,103,peer1
170,71,125,peer1
48,71,142,peer1
158,71,176,peer1
122,71,212,peer1
187,72,39,peer1
130,72,77,peer1
92,72,79,peer1
104,72,96,peer1
148,72,115,peer1
104,72,145,peer1
185,72,176,peer1
125,73,23,peer1
61,73,126,peer1
108,73,134,peer1
150,73,146,peer1
122,73,147,peer1
29,73,152,peer1
219,74,46,peer1
207,74,87,peer1
168,74,88,peer1
172,74,105,peer1
158,74,115,peer1
3,74,147,peer1
182,74,180,peer1
130,74,211,peer1
182,74,215,peer1
222,74,217,peer1
134,75,2,peer1
229,75,76,peer1
122,75,99,peer1
160,75,128,peer1
49,75,130,peer1
134,75,191,peer1
6,76,7,peer1
229,76,79,peer1
121,76,105,peer1
221,76,124,peer1
199,76,124,peer1
199,76,153,peer1
50,76,175,peer1
92,76,200,peer1
195,76,206,peer1
195,76,208,peer1
31,77,27,peer1
39,77,33,peer1
130,77,34,peer1
39,77,86,peer1
211,77,121,peer1
190,77,121,peer1
92,77,124,peer1
211,77,131,peer1
137,77,159,peer1
125,77,168,peer1
78,77,224,peer1
32,77,229,peer1
35,77,230,peer1
47,78,3,peer1
227,78,21,peer1
8,78,21,peer1
116,78,29,peer1
47,78,41,peer1
116,78,41,peer1
61,78,53,peer1
97,78,134,peer1
33,78,164,peer1
24,78,184,peer1
26,79,76,peer1
192,79,91,peer1
49,79,99,peer1
159,79,99,peer1
189,79,164,peer1
192,79,216,peer1
51,86,27,peer1
156,86,40,peer1
20,86,63,peer1
121,86,74,peer1
6,86,90,peer1
112,86,97,peer1
112,86,97,peer1
189,86,126,peer1
32,86,141,peer1
228,86,149,peer1
112,86,205,peer1
51,86,230,peer1
78,87,21,peer1
191,87,70,peer1
156,87,105,peer1
132,87,143,peer1
156,87,182,peer1
25,87,193,peer1
191,87,214,peer1
195,88,28,peer1
151,88,38,peer1
119,88,53,peer1
181,88,75,peer1
86,88,92,peer1
95,88,208,peer1
181,88,219,peer1
198,89,76,peer1
109,89,79,peer1
24,89,116,peer1
95,89,164,peer1
3,90,91,peer1
63,90,151,peer1
91,90,189,peer1
223,90,206,peer1
108,90,206,peer1
128,91,43,peer1
6,91,144,peer1
112,91,193,peer1
69,91,212,peer1
185,92,7,peer1
222,92,53,peer1
160,92,89,peer1
189,92,95,peer1
139,92,116,peer1
96,92,147,peer1
97,92,147,peer1
134,92,223,peer1
61,92,227,peer1
189,93,24,peer1
122,93,43,peer1
151,93,143,peer1
86,93,148,peer1
215,93,154,peer1
148,93,181,peer1
86,94,111,peer1
91,94,202,peer1
222,95,58,peer1
160,95,75,peer1
160,95,92,peer1
50,95,104,peer1
181,95,114,peer1
51,95,121,peer1
32,95,125,peer1
146,95,145,peer1
3,95,181,peer1
24,95,210,peer1
172,96,6,peer1
56,96,87,peer1
185,96,91,peer1
187,96,99,peer1
223,96,104,peer1
56,96,105,peer1
140,96,134,peer1
228,96,149,peer1
121,97,6,peer1
153,97,26,peer1
148,97,39,peer1
125,97,44,peer1
219,97,105,peer1
146,97,192,peer1
25,97,228,peer1
128,99,7,peer1
110,99,30,peer1
192,99,94,peer1
128,99,184,peer1
228,99,199,peer1
96,102,34,peer1
35,102,89,peer1
63,102,135,peer1
96,102,187,peer1
99,102,208,peer1
185,102,219,peer1
74,103,27,peer1
104,103,48,peer1
39,103,97,peer1
191,103,119,peer1
146,103,148,peer1
146,103,171,peer1
33,103,203,peer1
198,104,21,peer1
133,104,23,peer1
222,104,78,peer1
228,104,96,peer1
155,104,114,peer1
228,104,126,peer1
176,104,163,peer1
51,104,192,peer1
121,104,228,peer1
219,105,46,peer1
22,105,52,peer1
46,105,87,peer1
103,105,123,peer1
229,108,20,peer1
3,108,30,peer1
22,108,36,peer1
8,108,37,peer1
216,108,58,peer1
229,108,123,peer1
22,108,140,peer1
46,108,218,peer1
146,109,28,peer1
146,109,49,peer1
171,109,50,peer1
218,109,97,peer1
50,109,126,peer1
137,109,194,peer1
95,109,210,peer1
116,109,227,peer1
91,110,43,peer1
148,110,109,peer1
148,110,149,peer1
33,110,168,peer1
199,110,180,peer1
180,110,192,peer1
189,110,202,peer1
119,110,216,peer1
223,110,217,peer1
185,111,20,peer1
20,111,24,peer1
96,111,30,peer1
168,111,36,peer1
182,111,95,peer1
192,111,130,peer1
192,111,202,peer1
69,111,208,peer1
96,112,30,peer1
168,112,111,peer1
189,112,113,peer1
155,112,163,peer1
122,112,179,peer1
71,112,179,peer1
6,113,29,peer1
108,113,94,peer1
25,113,110,peer1
63,113,136,peer1
110,113,199,peer1
228,113,200,peer1
116,114,2,peer1
139,114,113,peer1
26,114,113,peer1
168,114,115,peer1
187,114,130,peer1
139,114,137,peer1
72,114,176,peer1
116,114,195,peer1
133,114,195,peer1
46,115,33,peer1
126,115,38,peer1
50,115,40,peer1
185,115,76,peer1
86,115,123,peer1
154,115,230,peer1
170,116,44,peer1
24,116,90,peer1
26,116,92,peer1
8,116,205,peer1
24,119,3,peer1
189,119,27,peer1
86,119,69,peer1
219,119,89,peer1
78,119,90,peer1
176,119,126,peer1
154,119,171,peer1
154,119,212,peer1
191,119,224,peer1
192,120,30,peer1
192,120,91,peer1
134,120,94,peer1
91,120,123,peer1
134,120,157,peer1
46,120,203,peer1
99,120,213,peer1
170,121,34,peer1
199,121,64,peer1
223,121,65,peer1
180,121,93,peer1
215,121,93,peer1
222,121,147,peer1
111,121,226,peer1
156,122,38,peer1
111,122,58,peer1
51,122,93,peer1
146,122,111,peer1
132,122,131,peer1
47,122,215,peer1
25,123,44,peer1
215,123,88,peer1
103,123,113,peer1
91,123,130,peer1
229,123,135,peer1
215,123,220,peer1
222,124,21,peer1
199,124,110,peer1
181,124,114,peer1
56,124,195,peer1
50,124,220,peer1
25,124,225,peer1
185,124,229,peer1
225,125,4,peer1
32,125,25,peer1
222,125,33,peer1
180,125,56,peer1
150,125,73,peer1
51,125,76,peer1
158,125,89,peer1
22,125,123,peer1
158,125,207,peer1
153,125,218,peer1
198,125,219,peer1
228,126,3,peer1
223,126,23,peer1
96,126,34,peer1
155,126,69,peer1
159,126,75,peer1
223,126,103,peer1
47,126,230,peer1
222,128,46,peer1
180,128,48,peer1
180,128,50,peer1
199,128,64,peer1
49,128,113,peer1
73,128,147,peer1
159,130,99,peer1
192,130,184,peer1
159,130,202,peer1
108,130,217,peer1
122,130,217,peer1
225,131,6,peer1
133,131,34,peer1
56,131,38,peer1
187,131,44,peer1
132,131,87,peer1
170,131,105,peer1
51,131,170,peer1
215,131,176,peer1
185,131,209,peer1
215,131,230,peer1
111,132,123,peer1
211,132,134,peer1
185,132,154,peer1
215,132,176,peer1
151,132,179,peer1
207,132,191,peer1
55,132,207,peer1
55,132,209,peer1
154,132,219,peer1
55,134,49,peer1
126,134,50,peer1
207,134,64,peer1
103,134,92,peer1
55,134,209,peer1
108,134,217,peer1
126,134,220,peer1
156,134,220,peer1
134,135,26,peer1
103,135,134,peer1
97,135,211,peer1
139,135,212,peer1
31,136,37,peer1
48,136,71,peer1
103,136,73,peer1
103,136,92,peer1
24,136,143,peer1
110,136,159,peer1
72,136,213,peer1
158,136,214,peer1
180,137,35,peer1
26,137,114,peer1
139,137,116,peer1
26,137,116,peer1
180,137,167,peer1
32,137,203,peer1
223,137,209,peer1
61,140,65,peer1
103,140,73,peer1
46,140,108,peer1
103,140,126,peer1
190,140,194,peer1
150,140,207,peer1
222,140,213,peer1
104,141,71,peer1
29,141,72,peer1
6,141,75,peer1
104,141,96,peer1
29,141,102,peer1
111,141,105,peer1
189,141,140,peer1
211,141,198,peer1
95,141,211,peer1
125,141,226,peer1
158,142,26,peer1
104,142,32,peer1
25,142,92,peer1
39,142,103,peer1
187,142,136,peer1
104,142,168,peer1
20,142,168,peer1
181,142,223,peer1
128,143,7,peer1
223,143,39,peer1
71,143,41,peer1
128,143,43,peer1
111,143,126,peer1
71,143,155,peer1
190,143,217,peer1
191,143,219,peer1
134,144,2,peer1
95,144,110,peer1
181,144,157,peer1
99,144,217,peer1
218,145,20,peer1
133,145,22,peer1
6,145,47,peer1
126,145,57,peer1
22,145,57,peer1
92,145,94,peer1
215,146,27,peer1
104,146,52,peer1
133,146,72,peer1
24,146,91,peer1
51,146,93,peer1
25,146,97,peer1
211,146,102,peer1
51,146,121,peer1
211,146,141,peer1
170,146,141,peer1
72,146,148,peer1
215,146,154,peer1
190,146,170,peer1
126,146,170,peer1
86,147,193,peer1
20,147,193,peer1
146,148,28,peer1
24,148,53,peer1
108,148,207,peer1
71,148,210,peer1
180,149,48,peer1
155,149,70,peer1
95,149,78,peer1
56,149,112,peer1
151,149,154,peer1
211,149,191,peer1
24,149,199,peer1
56,151,105,peer1
190,151,148,peer1
122,151,189,peer1
8,151,199,peer1
56,151,224,peer1
207,152,25,peer1
8,152,26,peer1
218,152,40,peer1
211,152,73,peer1
97,152,73,peer1
153,152,105,peer1
130,152,141,peer1
29,152,146,peer1
140,152,164,peer1
219,152,213,peer1
199,153,35,peer1
151,153,49,peer1
221,153,63,peer1
210,153,70,peer1
195,153,89,peer1
195,153,92,peer1
137,153,132,peer1
39,153,218,peer1
111,154,7,peer1
128,154,30,peer1
35,154,45,peer1
225,154,96,peer1
225,154,122,peer1
137,154,191,peer1
128,154,194,peer1
35,155,49,peer1
109,155,57,peer1
71,155,70,peer1
130,155,72,peer1
222,155,73,peer1
56,155,77,peer1
191,155,88,peer1
170,155,141,peer1
191,155,143,peer1
199,155,147,peer1
130,155,201,peer1
111,155,211,peer1
223,157,30,peer1
134,157,36,peer1
69,157,94,peer1
223,157,94,peer1
192,157,144,peer1
181,157,159,peer1
69,157,159,peer1
159,157,202,peer1
91,157,216,peer1
69,159,164,peer1
219,159,164,peer1
91,159,202,peer1
160,163,93,peer1
35,163,120,peer1
97,163,147,peer1
50,163,164,peer1
189,163,214,peer1
134,163,223,peer1
182,163,224,peer1
223,164,159,peer1
223,164,179,peer1
210,167,24,peer1
49,167,31,peer1
185,167,39,peer1
222,167,65,peer1
148,167,109,peer1
119,167,140,peer1
171,167,192,peer1
78,167,218,peer1
210,167,221,peer1
160,167,224,peer1
116,168,3,peer1
24,168,20,peer1
133,168,43,peer1
51,168,72,peer1
50,168,92,peer1
191,168,103,peer1
133,168,143,peer1
218,168,211,peer1
55,168,227,peer1
47,168,230,peer1
112,169,27,peer1
104,169,32,peer1
78,169,71,peer1
72,169,96,peer1
104,169,115,peer1
146,169,153,peer1
146,169,192,peer1
182,169,215,peer1
125,169,225,peer1
29,170,4,peer1
29,170,40,peer1
176,170,47,peer1
51,170,90,peer1
39,170,97,peer1
187,170,114,peer1
112,170,119,peer1
219,170,119,peer1
95,170,151,peer1
211,170,226,peer1
191,171,132,peer1
215,171,132,peer1
86,171,157,peer1
133,171,190,peer1
225,171,212,peer1
155,171,219,peer1
130,175,4,peer1
130,175,25,peer1
104,175,48,peer1
56,175,63,peer1
185,175,64,peer1
29,175,72,peer1
50,175,72,peer1
32,175,141,peer1
150,175,146,peer1
112,175,182,peer1
46,175,195,peer1
150,175,201,peer1
29,175,201,peer1
39,175,218,peer1
218,176,53,peer1
121,176,120,peer1
48,176,120,peer1
191,176,132,peer1
48,176,210,peer1
132,176,220,peer1
91,179,159,peer1
168,179,164,peer1
91,179,164,peer1
3,179,202,peer1
218,180,26,peer1
122,180,28,peer1
130,180,31,peer1
78,180,46,peer1
221,180,128,peer1
151,180,184,peer1
182,180,223,peer1
180,181,32,peer1
150,181,44,peer1
170,181,44,peer1
33,181,45,peer1
229,181,79,peer1
6,181,122,peer1
150,181,125,peer1
229,181,144,peer1
22,181,145,peer1
125,181,217,peer1
156,182,27,peer1
134,182,53,peer1
55,182,70,peer1
132,182,91,peer1
210,182,112,peer1
216,182,152,peer1
97,182,163,peer1
8,182,184,peer1
78,184,157,peer1
63,187,37,peer1
63,187,43,peer1
222,187,45,peer1
139,187,69,peer1
223,187,120,peer1
223,187,171,peer1
74,187,171,peer1
139,187,184,peer1
97,187,200,peer1
74,187,219,peer1
222,189,111,peer1
103,189,147,peer1
125,189,179,peer1
119,189,206,peer1
71,190,87,peer1
108,190,94,peer1
137,190,108,peer1
191,190,123,peer1
119,190,167,peer1
168,191,36,peer1
159,191,79,peer1
207,191,102,peer1
56,191,155,peer1
56,191,163,peer1
192,191,213,peer1
48,192,97,peer1
112,192,97,peer1
73,192,97,peer1
35,192,104,peer1
73,192,115,peer1
111,192,131,peer1
125,192,145,peer1
71,192,170,peer1
125,192,220,peer1
151,193,36,peer1
110,193,38,peer1
109,193,58,peer1
219,193,140,peer1
216,193,189,peer1
48,193,194,peer1
108,193,207,peer1
6,194,20,peer1
48,194,43,peer1
195,194,184,peer1
50,194,189,peer1
69,194,212,peer1
69,194,213,peer1
86,195,26,peer1
160,195,29,peer1
225,195,40,peer1
225,195,57,peer1
153,195,97,peer1
8,195,198,peer1
112,195,207,peer1
189,195,208,peer1
126,198,8,peer1
46,198,25,peer1
95,198,41,peer1
46,198,63,peer1
6,198,116,peer1
22,198,191,peer1
221,198,220,peer1
228,199,7,peer1
49,199,147,peer1
151,199,159,peer1
125,199,216,peer1
109,200,41,peer1
185,200,46,peer1
119,200,154,peer1
61,200,163,peer1
69,200,193,peer1
155,200,199,peer1
189,201,7,peer1
159,201,22,peer1
130,201,25,peer1
46,201,25,peer1
71,201,41,peer1
189,201,48,peer1
72,201,159,peer1
159,201,210,peer1
73,202,58,peer1
73,202,217,peer1
158,203,52,peer1
159,203,184,peer1
159,203,207,peer1
158,203,210,peer1
109,205,44,peer1
8,205,182,peer1
48,205,192,peer1
110,205,194,peer1
133,205,208,peer1
48,205,223,peer1
109,205,223,peer1
73,206,20,peer1
108,206,91,peer1
119,206,110,peer1
199,206,147,peer1
195,206,194,peer1
222,206,201,peer1
95,206,203,peer1
32,207,28,peer1
150,207,46,peer1
24,207,159,peer1
32,207,203,peer1
159,207,210,peer1
26,208,7,peer1
134,208,53,peer1
69,208,200,peer1
140,208,201,peer1
160,209,21,peer1
160,209,112,peer1
133,209,113,peer1
99,209,171,peer1
154,209,212,peer1
216,209,221,peer1
189,209,229,peer1
33,210,130,peer1
168,210,148,peer1
71,210,201,peer1
63,211,102,peer1
198,211,111,peer1
187,211,135,peer1
63,211,136,peer1
189,211,203,peer1
198,211,219,peer1
91,212,58,peer1
128,212,91,peer1
137,212,134,peer1
125,212,157,peer1
72,212,205,peer1
128,213,22,peer1
99,213,29,peer1
91,213,58,peer1
73,213,159,peer1
168,213,164,peer1
222,214,22,peer1
215,214,88,peer1
20,214,111,peer1
227,214,184,peer1
132,214,220,peer1
137,215,31,peer1
154,215,31,peer1
207,215,41,peer1
207,215,49,peer1
111,215,94,peer1
148,215,115,peer1
56,215,163,peer1
218,215,214,peer1
56,215,224,peer1
154,215,225,peer1
99,216,91,peer1
223,216,94,peer1
219,216,111,peer1
223,216,159,peer1
190,216,179,peer1
168,216,179,peer1
3,217,202,peer1
46,218,57,peer1
49,218,99,peer1
222,218,119,peer1
104,218,145,peer1
74,218,171,peer1
49,218,190,peer1
121,218,200,peer1
73,218,217,peer1
168,219,88,peer1
195,219,92,peer1
210,219,153,peer1
215,220,69,peer1
86,220,102,peer1
29,220,109,peer1
24,220,171,peer1
29,220,214,peer1
110,220,223,peer1
25,220,223,peer1
154,221,7,peer1
121,221,20,peer1
20,221,24,peer1
119,221,55,peer1
216,221,89,peer1
119,221,99,peer1
50,221,113,peer1
210,221,147,peer1
225,221,194,peer1
122,221,194,peer1
49,221,200,peer1
49,221,208,peer1
48,223,33,peer1
112,223,71,peer1
33,223,75,peer1
74,223,103,peer1
221,223,148,peer1
189,224,75,peer1
160,224,93,peer1
222,224,112,peer1
103,224,189,peer1
99,224,206,peer1
218,225,53,peer1
139,225,113,peer1
218,225,116,peer1
26,225,123,peer1
137,225,208,peer1
154,225,209,peer1
151,225,211,peer1
139,225,212,peer1
112,225,218,peer1
126,225,228,peer1
95,226,2,peer1
104,226,33,peer1
29,226,40,peer1
39,226,145,peer1
92,226,151,peer1
222,226,170,peer1
71,226,192,peer1
95,226,220,peer1
61,227,65,peer1
97,227,92,peer1
47,227,93,peer1
55,227,93,peer1
185,227,95,peer1
8,227,152,peer1
47,227,168,peer1
20,227,168,peer1
92,227,206,peer1
140,228,79,peer1
22,228,120,peer1
133,228,130,peer1
22,228,181,peer1
8,228,198,peer1
26,228,208,peer1
218,229,2,peer1
139,229,26,peer1
140,229,50,peer1
222,229,79,peer1
139,229,92,peer1
26,229,92,peer1
180,229,93,peer1
180,229,192,peer1
51,230,90,peer1
158,230,115,peer1
8,230,132,peer1
158,230,148,peer1
8,230,151,peer1
55,230,168,peer1
155,230,181,peer1
20,230,227,peer1
